o;?"country_name","total_deaths","total_excess","total_covid","population","excess_se","excess_ub","excess_lb","excess_100k","excess_100k_ub","excess_100k_lb","ratio_excess_total","ratio_excess_ub","ratio_excess_lb","ratio_reported_covid_total"
"Denmark",105351,1973,3484,5785923.753665689,905,3746.8,199.20000000000005,34.1,64.75716168271667,3.4428383172833255,0.01872787159115718,0.03556492107336428,0.0018908221089500815,0.03307040274890604
"Dominican Republic",25247,31,2105,10333333.333333334,546,1101.16,-1039.16,0.3,10.656387096774194,-10.056387096774193,0.0012278686576622966,0.043615479066819826,-0.041159741751495234,0.08337624272190755
"Ecuador",212006,67487,34206,17643660.130718954,1433,70295.68,64678.32,382.5,398.41891919925314,366.5810808007468,0.3183258964368933,0.3315740120562625,0.305077780817524,0.16134449025027595
"Egypt",943654,208008,16169,102315789.4736842,20471,248131.16,167884.84,203.3,242.51502263374488,164.08497736625515,0.22042825018491946,0.2629471819120144,0.17790931845782457,0.01713445818064672
"El Salvador",26205,4729,717,6486968.449931412,888,6469.48,2988.52,72.9,99.7304064284204,46.06959357157962,0.1804617439419958,0.2468796031291738,0.11404388475481778,0.027361190612478534
"Estonia",33031,3510,1979,1326530.6122448978,445,4382.2,2637.8,264.6,330.35046153846156,198.8495384615385,0.10626381278193213,0.13266931064757348,0.07985831491629077,0.059913414671066575
"Faroe Islands",683,-62,13,48934.4909234412,45,26.200000000000003,-150.2,-126.70000000000002,53.54096774193549,-306.9409677419355,-0.09077598828696926,0.038360175695461206,-0.2199121522693997,0.01903367496339678
"Finland",102627,3402,1644,5540716.61237785,984,5330.639999999999,1473.3600000000001,61.4,96.20849382716048,26.591506172839505,0.03314917127071823,0.05194188663801923,0.01435645590341723,0.016019176240170716
"France",1134431,77921,117018,65260469.011725284,11314,100096.44,55745.56,119.40000000000002,153.37989676723862,85.42010323276139,0.06868729786121854,0.08823493011033726,0.04913966561209981,0.10315127143034702
"French Guiana",2052,224,328,297872.3404255319,83,386.68,61.31999999999999,75.2,129.81400000000002,20.586,0.10916179337231968,0.18844054580896685,0.02988304093567251,0.15984405458089668
"French Polynesia",3188,493,621,280751.708428246,125,738,248,175.6,262.86572008113586,88.33427991886408,0.15464240903387705,0.2314930991217064,0.07779171894604768,0.19479297365119197
"Georgia",67592,7296,5327,3989065.0628758883,1545,10324.2,4267.8,182.9,258.8125246710527,106.98747532894737,0.10794176825659842,0.15274292815717838,0.06314060835601847,0.07881110190555095
"Germany",1880752,95323,113977,83763620.38664323,21579,137617.84,53028.16,113.80000000000001,164.2930897265088,63.30691027349119,0.050683450024245624,0.0731717100393885,0.028195190009102745,0.060601823100547014
"Gibraltar",298,21,75,33492.82296650718,21,62.16,-20.159999999999997,62.699999999999996,185.59199999999998,-60.19199999999999,0.07046979865771812,0.20859060402684562,-0.06765100671140939,0.2516778523489933
"Greece",235165,20577,17861,10424012.158054711,3011,26478.559999999998,14675.44,197.4,254.0150529231666,140.78494707683336,0.08750026577084175,0.1125956668721961,0.062404864669487387,0.07595092807177939
"Greenland",840,-40,0,57306.59025787967,61,79.56,-159.56,-69.79999999999998,138.83219999999997,-278.43219999999997,-0.047619047619047616,0.09471428571428572,-0.18995238095238096,0
"Guadeloupe",7351,1129,825,400070.8717221829,162,1446.52,811.48,282.2,361.56593799822843,202.83406200177146,0.15358454632022853,0.19677866956876616,0.11039042307169093,0.11222962862195619
"Guatemala",173181,38781,13283,17912702.07852194,1233,41197.68,36364.32,216.49999999999997,229.99143188674864,203.00856811325133,0.22393334141736101,0.23788799002200012,0.20997869281272194,0.07670009989548507
"Hong Kong",87659,2460,213,7500000,1747,5884.12,-964.1199999999999,32.8,78.45493333333333,-12.854933333333332,0.028063290706031325,0.06712510980047684,-0.010998528388414195,0.0024298702928392977
"Hungary",266126,35928,37530,9660661.468136597,3423,42637.08,29218.92,371.8999999999999,441.347418503674,302.45258149632593,0.13500372004238595,0.16021388364909855,0.10979355643567332,0.1410234249941757
"Iceland",3793,-8,33,333333.3333333334,116,219.35999999999999,-235.35999999999999,-2.4,65.80799999999999,-70.60799999999999,-0.0021091484313208544,0.05783284998681782,-0.062051146849459525,0.008700237279198523
"Iran",987745.3,253111,132044,84006306.00730169,9867,272450.32,233771.68,301.3,324.32127175824047,278.27872824175955,0.25625128259278984,0.27583054052497136,0.23667202466060833,0.13368223569375626
"Ireland",56887,2495,5652,4940594.059405941,1053,4558.88,431.1199999999999,50.5,92.27392384769539,8.726076152304607,0.04385887812681281,0.08013922337265104,0.007578532880974561,0.09935486139188215
"Israel",88918,7399,8236,8653801.169590643,809,8984.64,5813.360000000001,85.50000000000001,103.82304635761591,67.1769536423841,0.08321149823432826,0.10104410805461211,0.0653788884140444,0.09262466542207427
"Italy",1210846,160757,132074,60457690.86122604,13690,187589.4,133924.6,265.8999999999999,310.28211188315277,221.51788811684713,0.13276419957616412,0.15492424304990066,0.11060415610242756,0.10907580319875525
"Jamaica",13786,-315,257,2971698.113207547,306,284.76,-914.76,-10.6,9.5824,-30.7824,-0.02284926737269694,0.02065573770491803,-0.0663542724503119,0.018642100681851154
"Japan",2453175,-2588,18360,129400000,17709,32121.64,-37297.64,-2,24.82352395672334,-28.82352395672334,-0.0010549593893627645,0.013093904837608404,-0.015203823616333934,0.007484178666422085
"Jordan",27357,4122,3834,10202970.297029704,841,5770.36,2473.6400000000003,40.4,56.55568753032507,24.244312469674917,0.15067441605439194,0.2109280988412472,0.09042073326753666,0.1401469459370545
"Kazakhstan",293486,72569,17150,18775937.90426908,4888,82149.48,62988.520000000004,386.50000000000006,437.52530722484806,335.474692775152,0.24726562766196683,0.2799093653530322,0.2146218899709015,0.05843549607136286
"Kosovo",22936,5933,2974,1845412.1306376362,305,6530.8,5335.2,321.5,353.893847968987,289.1061520310129,0.25867631670735963,0.28474014649459367,0.23261248692012557,0.12966515521450994
"Kuwait",9363,3325,934,4268292.682926829,144,3607.24,3042.76,77.9,84.51248,71.28752000000001,0.35512122183060985,0.3852654063868418,0.3249770372743779,0.09975435223753071
"Kyrgyzstan",69598,13449,2749,6525473.071324601,1017,15442.32,11455.68,206.09999999999994,236.64675083649337,175.55324916350656,0.1932383114457312,0.2218787896203914,0.16459783327107103,0.03949826144429438
"Latvia",58343,7338,4577,1886375.321336761,643,8598.28,6077.72,389,455.80961024802406,322.190389751976,0.1257734432579744,0.14737466362717036,0.10417222288877843,0.07844985688085974
"Lebanon",53935,12557,8502,6824456.52173913,1405,15310.8,9803.2,184,224.35193119375646,143.64806880624354,0.23281728005933067,0.28387503476406784,0.1817595253545935,0.1576341893019375
"Liechtenstein",507,35,61,38167.93893129771,41,115.36,-45.36,91.7,302.2432,-118.84320000000001,0.06903353057199212,0.227534516765286,-0.08946745562130178,0.1203155818540434
"Lithuania",84973,16766,7551,2722195.1615522,885,18500.6,15031.4,615.9,679.6206334247881,552.1793665752117,0.19730973368011015,0.21772327680557352,0.17689619055464675,0.0888635213538418
"Luxembourg",8024,142,883,625550.6607929515,194,522.24,-238.24,22.700000000000003,83.48484507042255,-38.08484507042254,0.01769690927218345,0.06508474576271187,-0.029690927218344966,0.11004486540378863
"Macao",3913,-28,0,636363.6363636364,172,309.12,-365.12,-4.3999999999999995,48.576,-57.376,-0.007155635062611807,0.07899821109123435,-0.09330948121645796,0
"Malaysia",290088,1353,26335,32214285.714285713,2773,6788.08,-4082.08,4.2,21.071645232815968,-12.671645232815965,0.004664101927690908,0.023400071702379968,-0.014071867846998152,0.0907827969443755
"Maldives",1065,147,48,540441.1764705882,55,254.8,39.2,27.2,47.146666666666675,7.253333333333334,0.13802816901408452,0.23924882629107982,0.0368075117370892,0.04507042253521127
"Malta",7425,398,487,441241.68514412415,187,764.52,31.480000000000018,90.2,173.2655879396985,7.134412060301512,0.0536026936026936,0.10296565656565657,0.004239730639730642,0.06558922558922559
"Martinique",7366,986,724,375476.00913937547,150,1280,692,262.59999999999997,340.9006085192698,184.2993914807302,0.13385826771653545,0.17377138202552267,0.0939451534075482,0.09828943795818626
"Mauritius",14714,-597,18,1272921.1087420043,286,-36.440000000000055,-1157.56,-46.9,-2.862706867671696,-90.9372931323283,-0.040573603370939244,-0.0024765529427755915,-0.07867065379910289,0.0012233247247519369
"Mayotte",1759,347,185,273228.3464566929,70,484.2,209.8,127.00000000000001,177.21440922190203,76.78559077809798,0.19727117680500283,0.27527003979533826,0.11927231381466744,0.10517339397384878
"Mexico",1939092,601065,297126,128928571.42857142,9181,619059.76,583070.24,466.20000000000005,480.15715457063715,452.2428454293629,0.3099723994529398,0.31925239235683506,0.3006924065490446,0.15322944965994392
"Moldova",66574,11992,7352,4033636.0578540196,1300,14540,9444,297.3,360.46881254169443,234.13118745830553,0.18013038122990957,0.2184035809775588,0.14185718148226034,0.11043350256857032
"Monaco",1032,146,38,39226.22246104245,71,285.15999999999997,6.840000000000003,372.2,726.9626849315067,17.43731506849316,0.14147286821705427,0.27631782945736433,0.006627906976744189,0.03682170542635659
"Mongolia",33187,913,1986,3272401.4336917563,742,2367.3199999999997,-541.3199999999999,27.900000000000002,72.34198028477546,-16.541980284775462,0.027510772290354656,0.07133275077590621,-0.016311206195196912,0.05984270949468165
"Montenegro",10227,2055,1572,628248.2421277897,200,2447,1663,327.1,389.49571776155716,264.70428223844283,0.2009386916984453,0.2392686027182947,0.16260878067859588,0.15371076562041655
"Netherlands",319533,29936,21147,17135661.133371495,2891,35602.36,24269.64,174.7,207.76764738107963,141.63235261892035,0.09368672406292934,0.11141997853116893,0.07595346959468975,0.06618095783534095
"New Caledonia",1282,-103,0,286111.1111111111,64,22.439999999999998,-228.44,-36,7.843106796116504,-79.8431067961165,-0.08034321372854915,0.01750390015600624,-0.17819032761310452,0
"New Zealand",62391,-2863,51,4819865.31986532,616,-1655.64,-4070.3599999999997,-59.4,-34.35033740831296,-84.44966259168703,-0.04588802872209133,-0.026536519690339953,-0.0652395377538427,8.174255902293601e-4
"Nicaragua",19675,6954,137,6622857.142857143,268,7479.28,6428.72,105,112.93132010353753,97.06867989646247,0.35344345616264294,0.3801412960609911,0.3267456162642948,0.006963151207115629
"North Macedonia",45824,13074,7147,2083505.9760956173,1113,15255.48,10892.52,627.5000000000001,732.2023634694815,522.7976365305187,0.28530900837988826,0.33291462988826814,0.23770338687150838,0.15596630586592178
"Norway",76225,1389,1350,5425781.25,778,2913.88,-135.87999999999988,25.599999999999998,53.70433981281498,-2.5043398128149725,0.018222367989504756,0.0382273532305674,-0.0017826172515578863,0.0177107248278124
"Oman",21567,4302,4116,5109263.657957245,500,5282,3322,84.2,103.3808461180846,65.01915388191539,0.19947141466128807,0.24491120693652338,0.15403162238605275,0.19084712755598832
"Palestine",11583,1173,1529,5100000,664,2474.44,-128.44000000000005,23,48.51843137254902,-2.5184313725490206,0.10126910126910127,0.2136268669602003,-0.01108866442199776,0.13200379867046533
"Panama",34545,6610,6536,4314621.409921671,493,7576.28,5643.72,153.2,175.59547594553703,130.80452405446295,0.1913446229555652,0.21931625416123895,0.16337299174989145,0.18920248950644086
"Paraguay",76851,18656,16246,7131498.470948012,1269,21143.239999999998,16168.76,261.6,296.4768216123499,226.72317838765014,0.2427554618677701,0.2751199073531899,0.21039101638235028,0.2113960781252033
"Peru",464414,218182,203994,32972948.466072235,2547,223174.12,213189.88,661.7,676.840047318294,646.5599526817062,0.4698006520044615,0.4805499403549419,0.45905136365398114,0.4392503240643047
"Philippines",1251734,166962,38294,109555118.11023621,10561,187661.56,146262.44,152.4,171.29419714665613,133.50580285334388,0.13338456892598588,0.14992127720426224,0.1168478606477095,0.03059276172094071
"Poland",949131,166482,102307,37845419.41350307,8346,182840.16,150123.84,439.8999999999999,483.1236192741557,396.6763807258441,0.17540465963075696,0.1926395408010064,0.15816977846050756,0.10779017859494633
"Portugal",229844,22081,19091,10199076.212471131,3147,28249.12,15912.880000000001,216.50000000000003,276.97724197273675,156.02275802726325,0.09606950801413132,0.12290562294425784,0.06923339308400481,0.0830606846382764
"Puerto Rico",58002,4883,3274,2860574.106619801,840,6529.4,3236.6000000000004,170.7,228.25488019660042,113.14511980339955,0.08418675218095928,0.11257198027654218,0.05580152408537637,0.056446329436915965
"Qatar",4790,889,611,2877022.6537216827,107,1098.72,679.28,30.900000000000002,38.18948031496063,23.61051968503937,0.18559498956158663,0.22937787056367434,0.14181210855949894,0.12755741127348644
"RC)union",9711,279,384,894230.7692307691,178,627.88,-69.88,31.200000000000006,70.2145376344086,-7.814537634408603,0.028730305838739572,0.0646565750180208,-0.007195963340541654,0.03954278653073834
"Romania",554854,106782,56169,19236533.95784543,5398,117362.08,96201.92,555.1,610.0999289018749,500.1000710981252,0.1924506266513353,0.2115188500037848,0.17338240329888582,0.10123203581482697
"Russia",4275364.5,1082099,309707,146745185.78790343,37100,1154815,1009383,737.4000000000001,786.9525625659022,687.8474374340981,0.25310099290949345,0.2701091333850014,0.23609285243398545,0.07243990541625164
"San Marino",1142,120,93,33994.33427762039,45,208.2,31.799999999999997,353,612.455,93.545,0.10507880910683012,0.18231173380035026,0.02784588441330998,0.08143607705779335
"Serbia",233888,51400,12714,6891928.130866184,5371,61927.16,40872.84,745.8000000000001,898.5462242801556,593.0537757198443,0.21976330551375017,0.2647727117252702,0.17475389930223012,0.0543593514844712
"Seychelles",1026,-107,57,97985.34798534798,62,14.519999999999996,-228.51999999999998,-109.2,14.818542056074763,-233.21854205607477,-0.10428849902534112,0.014152046783625727,-0.22272904483430797,0.05555555555555555
"Singapore",35495,160,95,5925925.925925925,552,1241.92,-921.9200000000001,2.7,20.957400000000003,-15.557400000000003,0.004507677137625018,0.034988589942245386,-0.025973235666995352,0.002676433300464854
"Slovakia",119840,24341,16014,5460071.781067743,1394,27073.239999999998,21608.760000000002,445.8,495.8403677745368,395.75963222546324,0.20311248331108145,0.22591154873164218,0.18031341789052072,0.13362817089452603
"Slovenia",42355,5095,5990,2078743.3700530396,558,6188.68,4001.3199999999997,245.1,297.7125550539745,192.4874449460255,0.1202927635462165,0.1461145083225121,0.0944710187699209,0.14142368079329476
"South Africa",1246201,248287,93278,59313664.596273296,7018,262042.28,234531.72,418.59999999999997,441.79074380857634,395.4092561914236,0.19923511536261004,0.21027288535316535,0.18819734537205474,0.07484988376674388
"South Korea",533257,2985,3548,51465517.24137931,4396,11601.16,-5631.16,5.799999999999999,22.541617420435507,-10.94161742043551,0.005597676167401459,0.021755288725698867,-0.010559936390895946,0.006653452275356911
"Spain",868019,107664,89802,46749457.229700394,9112,125523.52,89804.48,230.29999999999998,268.5026253529499,192.09737464705006,0.12403415132618065,0.14460918482199123,0.10345911783037007,0.10345626075005271
"Sweden",174405.7,10858,15378,10100465.11627907,1568,13931.279999999999,7784.72,107.5,137.92711364892244,77.07288635107756,0.06225713953156347,0.07987858195001653,0.044635697113110405,0.08817372367990266
"Switzerland",133025,11639,11793,8653531.59851301,1596,14767.16,8510.84,134.5,170.64894063063838,98.35105936936164,0.08749483179853411,0.11101041157677129,0.06397925202029693,0.08865250892689344
"Taiwan",326004,-4027,850,23828402.366863906,8513,12658.48,-20712.48,-16.9,53.12349441271417,-86.92349441271418,-0.012352609170439626,0.03882921681942553,-0.06353443516030478,0.002607329971411394
"Tajikistan",36364,9415,90,9539007.09219858,882,11143.72,7686.28,98.7,116.8226408921933,80.5773591078067,0.258909910900891,0.3064492355076449,0.21137058629413705,0.0024749752502474976
"Thailand",978205,60646,21708,69788262.37054084,18160,96239.6,25052.4,86.9,137.90227286218385,35.89772713781619,0.061997229619558274,0.09838387659028527,0.02561058264883128,0.022191667390782096
"Transnistria",14323,2574,1793,465124.6837730394,379,3316.84,1831.1599999999999,553.4,713.1077140637141,393.69228593628594,0.17971095440899254,0.23157439083990786,0.1278475179780772,0.12518327166096488
"Tunisia",90134,5418,10722,11829694.323144104,1948,9236.08,1599.92,45.800000000000004,78.07539018087856,13.52460981912145,0.06011050214125635,0.10247054385692414,0.01775046042558857,0.11895622073801229
"Ukraine",1166096,167971,86532,41763053.20735952,19457,206106.72,129835.28,402.20000000000005,493.51449228735913,310.8855077126409,0.14404560173433406,0.17674935854337892,0.11134184492528917,0.07420658333447674
"United Kingdom",1255639,142276,150057,67879770.99236642,13751,169227.96,115324.04000000001,209.59999999999997,249.30543743147118,169.89456256852878,0.11330963756302567,0.13477437384471172,0.09184490128133962,0.11950648235679204
"United States",6400393,946349,800346,331006995.4529556,23046,991519.16,901178.84,285.9,299.5462856134471,272.25371438655293,0.14785795184764436,0.15491535597892192,0.1408005477163668,0.12504638387049044
"Uruguay",62417,2665,6077,3474576.2711864407,1318,5248.28,81.72000000000025,76.7,151.04805853658536,2.3519414634146414,0.042696701219219126,0.08408414374289055,0.0013092586955476915,0.09736129580082349
"Uzbekistan",282909,36270,1242,33459409.594095938,5800,47638,24902,108.4,142.3754948993659,74.42450510063415,0.1282037687030105,0.1683863008953409,0.08802123651068011,0.004390104238465372
